Index,Clinic Name,Dentist Name,Address,Phone,Email,Website,Google Maps URL
276,Welcome Dental,,Juhász Gyula u. 14,,,,https://www.google.com/maps/place/Welcome+Dental/data=!4m7!3m6!1s0x4744880d75001e33:0x1118b0df0e4c0658!8m2!3d46.2583723!4d20.1528604!16s%2Fg%2F11xh424xc!19sChIJMx4AdQ2IREcRWAZMDt-wGBE?authuser=0&hl=am&rclk=1
277,Complident Fogászat,,Hunyadi János u. 14,+36 70 634 8445,,,https://www.google.com/maps/place/Complident+Fog%C3%A1szat/data=!4m7!3m6!1s0x47409f31e37d25e9:0x425e1212bbd37e38!8m2!3d48.1039102!4d20.7757121!16s%2Fg%2F11wwz2zqnn!19sChIJ6SV94zGfQEcROH7TuxISXkI?authuser=0&hl=am&rclk=1
278,Cafe Dental,,Bezerédi István u. 35,+36 70 603 6448,,,https://www.google.com/maps/place/Cafe+Dental/data=!4m7!3m6!1s0x4740a16df3d99b6d:0x4bad8241371e540f!8m2!3d48.0873713!4d20.7908643!16s%2Fg%2F11frkh2f9d!19sChIJbZvZ822hQEcRD1QeN0GCrUs?authuser=0&hl=am&rclk=1
279,BeSmile Fogorvosi Magánrendelo Miskolc,,Madarász Viktor u. 13/A,+36 30 110 7338,,,https://www.google.com/maps/place/BeSmile+Fogorvosi+Mag%C3%A1nrendel%C5%91+Miskolc/data=!4m7!3m6!1s0x47409f4b888c1eab:0xea4332a77fca6c50!8m2!3d48.106079!4d20.7876917!16s%2Fg%2F11trq62k1y!19sChIJqx6MiEufQEcRUGzKf6cyQ-o?authuser=0&hl=am&rclk=1
280,Smile Centrum,,Arany János u. 17,+36 46 351 122,,,https://www.google.com/maps/place/Smile+Centrum/data=!4m7!3m6!1s0x47409ff986a7f799:0x67a33dba87680cee!8m2!3d48.1017428!4d20.7890007!16s%2Fg%2F11h84zxq6x!19sChIJmfenhvmfQEcR7gxoh7o9o2c?authuser=0&hl=am&rclk=1
281,Dr. Wopera László,,?,,,,https://www.google.com/maps/place/Dr.+Wopera+L%C3%A1szl%C3%B3/data=!4m7!3m6!1s0x47409ffa44a7f7b1:0x8666038c621299fa!8m2!3d48.1017396!4d20.7857088!16s%2Fg%2F1tcyd7dt!19sChIJsfenRPqfQEcR-pkSYowDZoY?authuser=0&hl=am&rclk=1
282,Dental Dentist's,,?,+36 46 345 816,,,https://www.google.com/maps/place/Dental+Dentist%27s/data=!4m7!3m6!1s0x473f5f9a195fc825:0x1d53ec810c6b363f!8m2!3d48.103843!4d20.77569!16s%2Fg%2F1tf304v1!19sChIJJchfGZpfP0cRPzZrDIHsUx0?authuser=0&hl=am&rclk=1
283,Dr. Kiss Balázs I Mikroszkópos Fogászat - Implantológia,,Augusztus 20. u. 6,+36 30 520 3790,,,https://www.google.com/maps/place/Dr.+Kiss+Bal%C3%A1zs+I+Mikroszk%C3%B3pos+Fog%C3%A1szat+-+Implantol%C3%B3gia/data=!4m7!3m6!1s0x47409f3eb45a5ab1:0xb5dc778f6535f014!8m2!3d48.1014356!4d20.8039296!16s%2Fg%2F11sk_x5tgj!19sChIJsVpatD6fQEcRFPA1ZY933LU?authuser=0&hl=am&rclk=1
284,"H-Dent Esztétikai Fogászat, Szájsebészet, Implantológia - Miskolc",,?,+36 30 535 1241,,,"https://www.google.com/maps/place/H-Dent+Eszt%C3%A9tikai+Fog%C3%A1szat,+Sz%C3%A1jseb%C3%A9szet,+Implantol%C3%B3gia+-+Miskolc/data=!4m7!3m6!1s0x47409fe43eb99ff7:0xb4a699ae1d5b9a45!8m2!3d48.105259!4d20.7774304!16s%2Fg%2F11cn8t8_y0!19sChIJ95-5PuSfQEcRRZpbHa6ZprQ?authuser=0&hl=am&rclk=1"
285,Titanium Dental,,?,,,,https://www.google.com/maps/place/Titanium+Dental/data=!4m7!3m6!1s0x47409fd3bb1a0797:0xf2f654dafbf12dc4!8m2!3d48.1074207!4d20.7590114!16s%2Fg%2F11h84_0gf6!19sChIJlwcau9OfQEcRxC3x-9pU9vI?authuser=0&hl=am&rclk=1
286,Dr. Skapinyecz és Társa Kft.,,?,+36 46 433 322,,,https://www.google.com/maps/place/Dr.+Skapinyecz+%C3%A9s+T%C3%A1rsa+Kft./data=!4m7!3m6!1s0x47409f8aa0557a8b:0x4144a72542a35258!8m2!3d48.0887059!4d20.7859058!16s%2Fg%2F1hhwktwtg!19sChIJi3pVoIqfQEcRWFKjQiWnREE?authuser=0&hl=am&rclk=1
287,Perfekt-Dent Belvárosi Implantológiai Központ | Fogorvos Miskolc,,?,+36 30 323 8933,,,https://www.google.com/maps/place/Perfekt-Dent+Belv%C3%A1rosi+Implantol%C3%B3giai+K%C3%B6zpont+%7C+Fogorvos+Miskolc/data=!4m7!3m6!1s0x47409f5fdfc0c685:0xe3cb024e3ac3a564!8m2!3d48.1036147!4d20.7816968!16s%2Fg%2F11g0srmx6x!19sChIJhcbA31-fQEcRZKXDOk4Cy-M?authuser=0&hl=am&rclk=1
288,NN-Dent Fogászat,,?,+36 46 508 736,,,https://www.google.com/maps/place/NN-Dent+Fog%C3%A1szat/data=!4m7!3m6!1s0x47409ffb643be9bf:0xc3f702645e12d135!8m2!3d48.1034064!4d20.7852958!16s%2Fg%2F1tf78whj!19sChIJv-k7ZPufQEcRNdESXmQC98M?authuser=0&hl=am&rclk=1
289,Dentis fogászat Miskolc,,?,+36 70 788 7888,,,https://www.google.com/maps/place/Dentis+fog%C3%A1szat+Miskolc/data=!4m7!3m6!1s0x47409fc4ea8d9cf9:0x47dc061ddff55a12!8m2!3d48.1058806!4d20.7811917!16s%2Fg%2F11q1lzw1yg!19sChIJ-ZyN6sSfQEcRElr13x0G3Ec?authuser=0&hl=am&rclk=1
290,Dapsy-Dent Bt.,,Gálffy Ignác u. 1,+36 20 936 5644,,,https://www.google.com/maps/place/Dapsy-Dent+Bt./data=!4m7!3m6!1s0x47409fc8b5ceff89:0x31202425696148d2!8m2!3d48.1019926!4d20.7479029!16s%2Fg%2F1v6qgdb9!19sChIJif_OtcifQEcR0khhaSUkIDE?authuser=0&hl=am&rclk=1
291,Dr. Német Hajnalka fogorvos Fog-Art Kft.,,?,+36 20 969 4497,,,https://www.google.com/maps/place/Dr.+N%C3%A9met+Hajnalka+fogorvos+Fog-Art+Kft./data=!4m7!3m6!1s0x47409fc26f2a41b5:0x139abe22140dfdb9!8m2!3d48.1009645!4d20.7624982!16s%2Fg%2F113g69b6b!19sChIJtUEqb8KfQEcRuf0NFCK-mhM?authuser=0&hl=am&rclk=1
292,Dr. Légrádi László,,Szeles u. 4-1/3,+36 30 935 7521,,,https://www.google.com/maps/place/Dr.+L%C3%A9gr%C3%A1di+L%C3%A1szl%C3%B3/data=!4m7!3m6!1s0x47409ffdd5cb9465:0x591d86f5c09265f7!8m2!3d48.106991!4d20.787444!16s%2Fg%2F1tfjv17n!19sChIJZZTL1f2fQEcR92WSwPWGHVk?authuser=0&hl=am&rclk=1
293,Dental Medina Fogászat és Fogszabályozás,,Rákóczi Ferenc u. 7,,,,https://www.google.com/maps/place/Dental+Medina+Fog%C3%A1szat+%C3%A9s+Fogszab%C3%A1lyoz%C3%A1s/data=!4m7!3m6!1s0x47409f187a15c3a9:0x7e8a9897c136da45!8m2!3d48.1014216!4d20.7820566!16s%2Fg%2F11h7q6cgqc!19sChIJqcMVehifQEcRRdo2wZeYin4?authuser=0&hl=am&rclk=1
294,Fresh24Dental Miskolc,,?,+36 70 623 3633,,,https://www.google.com/maps/place/Fresh24Dental+Miskolc/data=!4m7!3m6!1s0x47409f654d144607:0xb00cfd9a0e0c1082!8m2!3d48.1008278!4d20.7876564!16s%2Fg%2F11clyt5316!19sChIJB0YUTWWfQEcRghAMDpr9DLA?authuser=0&hl=am&rclk=1
295,Lenor fogászat,,Dayka Gábor u. 1-7,,,,https://www.google.com/maps/place/Lenor+fog%C3%A1szat/data=!4m7!3m6!1s0x47409fe67fe55555:0x8f4a19dff8d09fc6!8m2!3d48.1046964!4d20.7749647!16s%2Fg%2F11h84_nx3q!19sChIJVVXlf-afQEcRxp_Q-N8ZSo8?authuser=0&hl=am&rclk=1
296,Dr. Tarczali Péter,,Patak u. 10,,,,https://www.google.com/maps/place/Dr.+Tarczali+P%C3%A9ter/data=!4m7!3m6!1s0x47409ffb2b5a2a9b:0xacfb7c97166fd101!8m2!3d48.1035621!4d20.7819498!16s%2Fg%2F1tfn1hvk!19sChIJmypaK_ufQEcRAdFvFpd8-6w?authuser=0&hl=am&rclk=1
297,Dr. Tarczali Péter,,Patak u. 10,,,,https://www.google.com/maps/place/Dr.+Tarczali+P%C3%A9ter/data=!4m7!3m6!1s0x47409ffb2b5a2a9b:0xacfb7c97166fd101!8m2!3d48.1035621!4d20.7819498!16s%2Fg%2F1tfn1hvk!19sChIJmypaK_ufQEcRAdFvFpd8-6w?authuser=0&hl=am&rclk=1
298,Fehér Fog Dental,,Petofi Sándor u. 31,+36 30 953 7664,,,https://www.google.com/maps/place/Feh%C3%A9r+Fog+Dental/data=!4m7!3m6!1s0x47409fe61d6422a1:0xcca13d377431c64!8m2!3d48.102536!4d20.772457!16s%2Fg%2F11h0jg_hm!19sChIJoSJkHeafQEcRZBxDd9MTygw?authuser=0&hl=am&rclk=1
299,"Dr. Fog Bt. fogászat - Dr. Suta István fogorvos, szájsebész-",,?,+36 30 967 4765,,,"https://www.google.com/maps/place/Dr.+Fog+Bt.+fog%C3%A1szat+-+Dr.+Suta+Istv%C3%A1n+fogorvos,+sz%C3%A1jseb%C3%A9sz-/data=!4m7!3m6!1s0x47409fe163d3184f:0x4aebc16db694e7!8m2!3d48.108324!4d20.777514!16s%2Fg%2F1tmbtx4h!19sChIJTxjTY-GfQEcR55S2bcHrSgA?authuser=0&hl=am&rclk=1"
300,NN-Dent Fogászat,,?,+36 46 508 736,,,https://www.google.com/maps/place/NN-Dent+Fog%C3%A1szat/data=!4m7!3m6!1s0x47409ffb643be9bf:0xc3f702645e12d135!8m2!3d48.1034064!4d20.7852958!16s%2Fg%2F1tf78whj!19sChIJv-k7ZPufQEcRNdESXmQC98M?authuser=0&hl=am&rclk=1
301,"Dr. Timkó Zsuzsanna Mirtill, Fogszakorvos",,Vörösmarty Mihály u. 58,+36 30 520 9065,,,"https://www.google.com/maps/place/Dr.+Timk%C3%B3+Zsuzsanna+Mirtill,+Fogszakorvos/data=!4m7!3m6!1s0x473f60032a4eb4c5:0xf84255cb9e5cd430!8m2!3d48.099795!4d20.7913928!16s%2Fg%2F11f271ld8m!19sChIJxbROKgNgP0cRMNRcnstVQvg?authuser=0&hl=am&rclk=1"
302,BigDent,,Palóczy László utca 23,,,,https://www.google.com/maps/place/BigDent/data=!4m7!3m6!1s0x47409fe4af115555:0x4b26a9a3c2e2f772!8m2!3d48.1054728!4d20.7826077!16s%2Fg%2F11h_6py4fj!19sChIJVVURr-SfQEcRcvfiwqOpJks?authuser=0&hl=am&rclk=1
303,Top-Dental Fogászati Kft.,,Mikes Kelemen u. 5,+36 46 560 155,,,https://www.google.com/maps/place/Top-Dental+Fog%C3%A1szati+Kft./data=!4m7!3m6!1s0x47409ff41ed5efe1:0x430a3f01216fd22a!8m2!3d48.0947289!4d20.7842669!16s%2Fg%2F1tzvvb0h!19sChIJ4e_VHvSfQEcRKtJvIQE_CkM?authuser=0&hl=am&rclk=1
304,Fogászati Ügyelet,,"szám alatt, Kazinczy Ferenc u. 1",+36 20 355 2593,,,https://www.google.com/maps/place/Fog%C3%A1szati+%C3%9Cgyelet/data=!4m7!3m6!1s0x47409ffb06895555:0xb12ba848087e5375!8m2!3d48.1032769!4d20.7852038!16s%2Fg%2F11h_6q54ln!19sChIJVVWJBvufQEcRdVN-CEioK7E?authuser=0&hl=am&rclk=1
305,Presi-Dent '98 Kft.,,?,+36 46 415 264,,,https://www.google.com/maps/place/Presi-Dent+%2798+Kft./data=!4m7!3m6!1s0x47409fcbefbad597:0x8cda1e4e69225f31!8m2!3d48.1024449!4d20.7413326!16s%2Fg%2F1tq8hb6h!19sChIJl9W678ufQEcRMV8iaU4e2ow?authuser=0&hl=am&rclk=1
306,Fogsor-S Bt.,,?,+36 46 416 427,,,https://www.google.com/maps/place/Fogsor-S+Bt./data=!4m7!3m6!1s0x47409ff8cd6cd07f:0xa3a2c4bbd591ad36!8m2!3d48.1028928!4d20.794888!16s%2Fg%2F1tcx096_!19sChIJf9BszfifQEcRNq2R1bvEoqM?authuser=0&hl=am&rclk=1
307,PresiDent Fogászati Stúdió Miskolc,,?,+36 46 342 909,,,https://www.google.com/maps/place/PresiDent+Fog%C3%A1szati+St%C3%BAdi%C3%B3+Miskolc/data=!4m7!3m6!1s0x4740a01ddd750eb1:0x96ea73a9ce2d8510!8m2!3d48.094181!4d20.7923619!16s%2Fg%2F11b_1nbx1w!19sChIJsQ513R2gQEcREIUtzqlz6pY?authuser=0&hl=am&rclk=1
308,Denticum Kft.,,Bem József u. 4,Bem József u. 4,,,https://www.google.com/maps/place/Denticum+Kft./data=!4m7!3m6!1s0x4740a01cefbc6ec5:0x76aad303c414adb9!8m2!3d48.0962845!4d20.7964679!16s%2Fg%2F1hhxlxmg0!19sChIJxW687xygQEcRua0UxAPTqnY?authuser=0&hl=am&rclk=1
309,Fog-Art Kft.,,"3531 Miskolc, Nagy Sándor utca 25 .",+36 46 343 902,,,https://www.google.com/maps/place/Fog-Art+Kft./data=!4m7!3m6!1s0x47409fc26f2a41b5:0x9b4720909f4b288b!8m2!3d48.1008573!4d20.7624476!16s%2Fg%2F113hl71d3!19sChIJtUEqb8KfQEcRiyhLn5AgR5s?authuser=0&hl=am&rclk=1
310,BPS Dental Studio,,Vologda u. 6 fsz/1,+36 20 339 4033,,,https://www.google.com/maps/place/BPS+Dental+Studio/data=!4m7!3m6!1s0x6a30ca4490b65ef:0x36c48701d5f2682a!8m2!3d48.1072162!4d20.7749429!16s%2Fg%2F11ss7vhs_x!19sChIJ72ULSaQMowYRKmjy1QGHxDY?authuser=0&hl=am&rclk=1
311,Tuttident Fogászati Kft.,,?,+36 46 358 869,,,https://www.google.com/maps/place/Tuttident+Fog%C3%A1szati+Kft./data=!4m7!3m6!1s0x4740a020909fe2b3:0x8d6842a20e4ac635!8m2!3d48.0863183!4d20.7851315!16s%2Fg%2F11bbrk6ppn!19sChIJs-KfkCCgQEcRNcZKDqJCaI0?authuser=0&hl=am&rclk=1
312,Tóth-Dentalent Kft.,,Széchenyi istván út 94-1/2,+36 30 403 8558,,,https://www.google.com/maps/place/T%C3%B3th-Dentalent+Kft./data=!4m7!3m6!1s0x47409ff93e3185df:0x85f6709c08ffb18d!8m2!3d48.1023096!4d20.7913651!16s%2Fg%2F11b6xhkxs2!19sChIJ34UxPvmfQEcRjbH_CJxw9oU?authuser=0&hl=am&rclk=1
313,Orthowell Kft.,,Szeles u. 19,+36 46 411 992,,,https://www.google.com/maps/place/Orthowell+Kft./data=!4m7!3m6!1s0x47409ffda910ad49:0x6ed67d14e3eeb9b7!8m2!3d48.107702!4d20.7891997!16s%2Fg%2F1hhx9h4xq!19sChIJSa0Qqf2fQEcRt7nu4xR91m4?authuser=0&hl=am&rclk=1
314,Adamantin,,Mikes Kelemen u. 5,+36 46 431 544,,,https://www.google.com/maps/place/Adamantin/data=!4m7!3m6!1s0x47409ff418ee3e01:0xfc12567069ebafc9!8m2!3d48.0946855!4d20.7843812!16s%2Fg%2F11b6hqxwy3!19sChIJAT7uGPSfQEcRya_raXBWEvw?authuser=0&hl=am&rclk=1
315,"Dr. Faragó Ildikó, Dent-Il Profi Kft",,Attila u. 3,+36 46 357 514,,,"https://www.google.com/maps/place/Dr.+Farag%C3%B3+Ildik%C3%B3,+Dent-Il+Profi+Kft/data=!4m7!3m6!1s0x47409ff8b3468a07:0xa24ba6d60b55f11!8m2!3d48.1083427!4d20.7774934!16s%2Fg%2F11gy52qc1_!19sChIJB4pGs_ifQEcREV-1YG26JAo?authuser=0&hl=am&rclk=1"
316,"Dr. Dicsofi Sándor Zsolt Fog- és szájbetegségek szakorvos,Gyermekfogászat szakorvos,Konzerválófogászat és fogpótlástan szakorvos,Endodoncia szakorvos rezidens,Címzetes foorvos, Miskolc",,?,+36 46 417 130,,,"https://www.google.com/maps/place/Dr.+Dics%C5%91fi+S%C3%A1ndor+Zsolt+Fog-+%C3%A9s+sz%C3%A1jbetegs%C3%A9gek+szakorvos,Gyermekfog%C3%A1szat+szakorvos,Konzerv%C3%A1l%C3%B3fog%C3%A1szat+%C3%A9s+fogp%C3%B3tl%C3%A1stan+szakorvos,Endodoncia+szakorvos+rezidens,C%C3%ADmzetes+f%C5%91orvos,+Miskolc/data=!4m7!3m6!1s0x47409ffa75143a33:0x114096903689d4f4!8m2!3d48.1003735!4d20.78493!16s%2Fg%2F1hc5g45mx!19sChIJMzoUdfqfQEcR9NSJNpCWQBE?authuser=0&hl=am&rclk=1"
317,Jumbó-Dent Kft.,,Gyori kapu 145,,,,https://www.google.com/maps/place/Jumb%C3%B3-Dent+Kft./data=!4m7!3m6!1s0x47409fcb09faccab:0x6bdbb90bc0875a11!8m2!3d48.1020803!4d20.7380438!16s%2Fg%2F1vspq8lh!19sChIJq8z6CcufQEcREVqHwAu522s?authuser=0&hl=am&rclk=1
318,Medorim Kft.,,?,+36 46 402 760,,,https://www.google.com/maps/place/Medorim+Kft./data=!4m7!3m6!1s0x47409fcc2a4d34e1:0xff1e65fa3d01e3e!8m2!3d48.1051656!4d20.7430771!16s%2Fg%2F113kb1tx7!19sChIJ4TRNKsyfQEcRPh7Qo1_m8Q8?authuser=0&hl=am&rclk=1
319,Elisabeth Spa Health and Conservation Center,,?,+36 46 200 275,,,https://www.google.com/maps/place/Elisabeth+Spa+Health+and+Conservation+Center/data=!4m7!3m6!1s0x47409fe55cdc9193:0xab74134f1563cc82!8m2!3d48.1022856!4d20.7791705!16s%2Fg%2F122n5nh8!19sChIJk5HcXOWfQEcRgsxjFU8TdKs?authuser=0&hl=am&rclk=1
320,RegalDental Fogászati Stúdió,,Szentpáli u. 13,,,,https://www.google.com/maps/place/RegalDental+Fog%C3%A1szati+St%C3%BAdi%C3%B3/data=!4m7!3m6!1s0x47409f8a003257ed:0xae1cf39456335b5b!8m2!3d48.1047758!4d20.7884068!16s%2Fg%2F11v3js3yyn!19sChIJ7VcyAIqfQEcRW1szVpTzHK4?authuser=0&hl=am&rclk=1
321,Medicover Clinic Miskolc,,?,+36 1 465 3100,,,https://www.google.com/maps/place/Medicover+Clinic+Miskolc/data=!4m7!3m6!1s0x47409f6b1250aaaf:0x78f063b667d44037!8m2!3d48.0985876!4d20.7859155!16s%2Fg%2F11fq3wp5xm!19sChIJr6pQEmufQEcRN0DUZ7Zj8Hg?authuser=0&hl=am&rclk=1
322,Dentamed Fogászati és Gyógyászati Kft.,,Mikes Kelemen u. 5,,,,https://www.google.com/maps/place/Dentamed+Fog%C3%A1szati+%C3%A9s+Gy%C3%B3gy%C3%A1szati+Kft./data=!4m7!3m6!1s0x47409ff3f6aa100b:0x8533663630fd5d64!8m2!3d48.0947289!4d20.7842668!16s%2Fg%2F1tk4py5r!19sChIJCxCq9vOfQEcRZF39MDZmM4U?authuser=0&hl=am&rclk=1
323,Belvárosi Fogászat,,?,+36 46 501 050,,,https://www.google.com/maps/place/Belv%C3%A1rosi+Fog%C3%A1szat/data=!4m7!3m6!1s0x4740a01ea5f936bb:0xf1a4b0917deef341!8m2!3d48.0925771!4d20.795765!16s%2Fg%2F113dnf23q!19sChIJuzb5pR6gQEcRQfPufZGwpPE?authuser=0&hl=am&rclk=1
324,Csontó és Társa Kft.,,?,+36 46 786 727,,,https://www.google.com/maps/place/Csont%C3%B3+%C3%A9s+T%C3%A1rsa+Kft./data=!4m7!3m6!1s0x4740a0029fc6ab61:0xb46b9466aced2dd1!8m2!3d48.1004233!4d20.7951526!16s%2Fg%2F113g_h710!19sChIJYavGnwKgQEcR0S3trGaUa7Q?authuser=0&hl=am&rclk=1
325,"Dr. Berencsi Attila Miskolc. SEBÉSZ, proktológus, Laparoszkópos lágyéksérv mutét",,?,+36 30 337 4314,,,"https://www.google.com/maps/place/Dr.+Berencsi+Attila+Miskolc.+SEB%C3%89SZ,+proktol%C3%B3gus,+Laparoszk%C3%B3pos+l%C3%A1gy%C3%A9ks%C3%A9rv+m%C5%B1t%C3%A9t/data=!4m7!3m6!1s0x47409ffd1cbfe67d:0xc7ffffad42a007c2!8m2!3d48.1074855!4d20.7878043!16s%2Fg%2F11hbk46hp3!19sChIJfea_HP2fQEcRwgegQq3__8c?authuser=0&hl=am&rclk=1"
326,Adamantin Kft.,,Bottyán János u. 16,,,,https://www.google.com/maps/place/Adamantin+Kft./data=!4m7!3m6!1s0x4740a01fe8acf0d5:0x74c2643d379cf1f6!8m2!3d48.0902627!4d20.7883951!16s%2Fg%2F12qf579jx!19sChIJ1fCs6B-gQEcR9vGcNz1kwnQ?authuser=0&hl=am&rclk=1
327,Macrodont Fogászat,,Arany János tér 18,,,,https://www.google.com/maps/place/Macrodont+Fog%C3%A1szat/data=!4m7!3m6!1s0x47409ffd1ad600af:0xa51e2a159a0b05ca!8m2!3d48.107949!4d20.788138!16s%2Fg%2F11b6j0y2n0!19sChIJrwDWGv2fQEcRygULmhUqHqU?authuser=0&hl=am&rclk=1
328,PRESIDENT,,Széchenyi István u. 2,Széchenyi István u. 2,,,https://www.google.com/maps/place/PRESIDENT/data=!4m7!3m6!1s0x47409fe53ed377bd:0xbce452d4b695510!8m2!3d48.1027162!4d20.7798204!16s%2Fg%2F11c48db3ln!19sChIJvXfTPuWfQEcREFVpSy1Fzgs?authuser=0&hl=am&rclk=1
329,Dr. Csokonay és Társai Kft.,,Széchenyi utca 62-1/6,+36 46 343 432,,,https://www.google.com/maps/place/Dr.+Csokonay+%C3%A9s+T%C3%A1rsai+Kft./data=!4m7!3m6!1s0x47409f66e8c6b6bb:0xe6bc9a89d9f0cba7!8m2!3d48.1023513!4d20.7879116!16s%2Fg%2F1hhw1s_v_!19sChIJu7bG6GafQEcRp8vw2YmavOY?authuser=0&hl=am&rclk=1
330,Dr. Katona Pál,,Madarász Viktor u. 6,,,,https://www.google.com/maps/place/Dr.+Katona+P%C3%A1l/data=!4m7!3m6!1s0x47409fb28ff0a1df:0x895a5bd4e2577a96!8m2!3d48.1058946!4d20.7867778!16s%2Fg%2F11s9d99t4b!19sChIJ36Hwj7KfQEcRlnpX4tRbWok?authuser=0&hl=am&rclk=1
331,Dr. Kiss Ildikó és Társai Fogorvosi Bt.,,Koporos u. 6,+36 46 792 355,,,https://www.google.com/maps/place/Dr.+Kiss+Ildik%C3%B3+%C3%A9s+T%C3%A1rsai+Fogorvosi+Bt./data=!4m7!3m6!1s0x47409feffe157827:0x188f220c53af7399!8m2!3d48.1050352!4d20.7563294!16s%2Fg%2F1td1c5pt!19sChIJJ3gV_u-fQEcRmXOvUwwijxg?authuser=0&hl=am&rclk=1
332,Dr. Koch-Dent Bt.,,?,+36 46 353 314,,,https://www.google.com/maps/place/Dr.+Koch-Dent+Bt./data=!4m7!3m6!1s0x47409ffb0c5df5d5:0x5197bcee8216acfb!8m2!3d48.1037523!4d20.7855075!16s%2Fg%2F1tdbd5_7!19sChIJ1fVdDPufQEcR-6wWgu68l1E?authuser=0&hl=am&rclk=1
333,Dr. Csokonay és Társai Kft. Dr. Bajzát Szilvia fogorvos,,Széchenyi istván út 62,+36 46 343 432,,,https://www.google.com/maps/place/Dr.+Csokonay+%C3%A9s+T%C3%A1rsai+Kft.+Dr.+Bajz%C3%A1t+Szilvia+fogorvos/data=!4m7!3m6!1s0x47409ffbd75ae329:0xcfcc0c88d43e781!8m2!3d48.1023614!4d20.787901!16s%2Fg%2F1vpq5n9_!19sChIJKeNa1_ufQEcRgedDjcjA_Aw?authuser=0&hl=am&rclk=1
334,Somodi Judit,,Madarász Viktor u. 13,,,,https://www.google.com/maps/place/Somodi+Judit/data=!4m7!3m6!1s0x47409ffcf4fc0001:0x6171eb46a665e273!8m2!3d48.1063706!4d20.7876879!16s%2Fg%2F11fp8yjb5_!19sChIJAQD89PyfQEcRc-JlpkbrcWE?authuser=0&hl=am&rclk=1
335,"Fogszabályozás, fogászat Platan Dental",,?,,,,"https://www.google.com/maps/place/Fogszab%C3%A1lyoz%C3%A1s,+fog%C3%A1szat+Platan+Dental/data=!4m7!3m6!1s0x47409ffdc5b62535:0xf4484d69070f002f!8m2!3d48.1073657!4d20.7912703!16s%2Fg%2F11gbxg_sr7!19sChIJNSW2xf2fQEcRLwAPB2lNSPQ?authuser=0&hl=am&rclk=1"
336,Kós-Dent Kft.,,Széchenyi István u. 15,+36 46 329 297,,,https://www.google.com/maps/place/K%C3%B3s-Dent+Kft./data=!4m7!3m6!1s0x47409ffadaa90515:0x7028fadf289efeb0!8m2!3d48.102741!4d20.782293!16s%2Fg%2F1tc_d0m9!19sChIJFQWp2vqfQEcRsP6eKN_6KHA?authuser=0&hl=am&rclk=1
337,Ortotech – Dent Kft,,Kohó u.,,,,https://www.google.com/maps/place/Ortotech+%E2%80%93+Dent+Kft/data=!4m7!3m6!1s0x47409fc9388f1177:0x1562e0bb0d0b84b4!8m2!3d48.1017005!4d20.7427045!16s%2Fg%2F11hyt048x1!19sChIJdxGPOMmfQEcRtIQLDbvgYhU?authuser=0&hl=am&rclk=1
338,Fogászati Ügyelet,,?,+36 46 303 096,,,https://www.google.com/maps/place/Fog%C3%A1szati+%C3%9Cgyelet/data=!4m7!3m6!1s0x47409f878a3ff8b5:0x2eb7f0490be214ef!8m2!3d48.0806731!4d20.7786391!16s%2Fg%2F11cs37rfdw!19sChIJtfg_ioefQEcR7xTiC0nwty4?authuser=0&hl=am&rclk=1
339,T-Dental Kft.,,?,+36 46 561 215,,,https://www.google.com/maps/place/T-Dental+Kft./data=!4m7!3m6!1s0x4740a02087c05acf:0xcca32fce9876778e!8m2!3d48.091763!4d20.7856361!16s%2Fg%2F1hhx0spqn!19sChIJz1rAhyCgQEcRjnd2mM4vo8w?authuser=0&hl=am&rclk=1
340,Feszty Fogászat és Fogtechnika,,?,+36 30 953 6604,,,https://www.google.com/maps/place/Feszty+Fog%C3%A1szat+%C3%A9s+Fogtechnika/data=!4m7!3m6!1s0x47409fe056c12c4f:0x7009b70d0598a5f8!8m2!3d48.1102006!4d20.7747524!16s%2Fg%2F11g7zb4drs!19sChIJTyzBVuCfQEcR-KWYBQ23CXA?authuser=0&hl=am&rclk=1
341,Dr. Kneféli János,,Széchenyi istván út 54,,,,https://www.google.com/maps/place/Dr.+Knef%C3%A9li+J%C3%A1nos/data=!4m7!3m6!1s0x47409ffbcbf239cb:0x8ef70c48b9c2dd3e!8m2!3d48.1024063!4d20.7865281!16s%2Fg%2F1tc_jxvf!19sChIJyznyy_ufQEcRPt3CuUgM944?authuser=0&hl=am&rclk=1
342,Dr. Somodi és Társa Kft.,,Perczel Mór u. 37,,,,https://www.google.com/maps/place/Dr.+Somodi+%C3%A9s+T%C3%A1rsa+Kft./data=!4m7!3m6!1s0x47409f8ccdddee87:0xb57d790d50e8efb8!8m2!3d48.0918555!4d20.7768699!16s%2Fg%2F11b6hxdht6!19sChIJh-7dzYyfQEcRuO_oUA15fbU?authuser=0&hl=am&rclk=1
343,Holp fogászat,,Madarász Viktor u. 13-2. Em,,,,https://www.google.com/maps/place/Holp+fog%C3%A1szat/data=!4m7!3m6!1s0x47409ffc8a83a2c1:0x43d0e5b73e4f26e3!8m2!3d48.1060884!4d20.7877234!16s%2Fg%2F11fz9jrvzk!19sChIJwaKDivyfQEcR4yZPPrfl0EM?authuser=0&hl=am&rclk=1
